"CodInsc","Inscricao","Codigo","Semestre","Ano","Status","Freq","Nota","Obs","Carga","Creditos"
929,197,29,"1","2009","Aprovado","",10,"",30,2
930,147,29,"1","2009","Aprovado","",10,"",30,2
931,156,29,"1","2009","Aprovado","",10,"",30,2
932,71,29,"1","2009","Aprovado","",10,"",30,2
933,159,29,"1","2009","Aprovado","",10,"",30,2
935,65,30,"1","2009","Aprovado","",10,"",30,2
936,66,30,"1","2009","Aprovado","",10,"",30,2
937,67,30,"1","2009","Aprovado","",10,"",30,2
938,68,30,"1","2009","Aprovado","",9.5,"",30,2
939,63,31,"1","2009","Aprovado","",10,"",30,2
941,293,9,"1","2008","Aprovado","Suficiente",7.19999980926514,"",60,4
942,293,11,"1","2008","Aprovado","Suficiente",8.5,"",60,4
943,293,13,"2","2008","Aprovado","Suficiente",9,"",60,4
944,293,12,"2","2008","Aprovado","Suficiente",10,"",150,10
945,293,29,"2","2008","Aprovado","Suficiente",9,"",30,2
946,293,30,"1","2009","Aprovado","",9,"",30,2
947,56,31,"1","2009","Aprovado","",10,"",30,2
948,54,31,"1","2009","Aprovado","Suficiente",10,"",30,2
949,57,31,"1","2009","Aprovado","",10,"",30,2
950,59,31,"1","2009","Aprovado","",9,"",30,2
951,60,31,"1","2009","Aprovado","",10,"",30,2
952,61,31,"1","2009","Aprovado","Suficiente",10,"",30,2
953,62,31,"1","2009","Aprovado","",10,"",30,2
954,159,10,"1","2009","Aprovado","",7.09999990463257,"",60,4
955,270,9,"1","2010","Aprovado","",9.19999980926514,"",60,4
956,270,10,"1","2010","Aprovado","Suficiente",7.59999990463257,"",60,4
957,297,11,"1","2009","Cursando","",,"",60,4
958,254,10,"1","2009","Aprovado","",6.19999980926514,"",60,4
959,254,9,"1","2009","Aprovado","",6.30000019073486,"",60,4
960,140,12,"1","2009","Aprovado","",10,"",150,10
961,317,11,"1","2009","Aprovado","",8,"",60,4
962,231,11,"1","2009","Reprovado","Suficiente",4,"",60,4
963,231,9,"1","2009","Aprovado","",8.60000038146973,"",60,4
964,231,10,"1","2009","Aprovado","",8,"",60,4
965,231,12,"1","2009","Aprovado","",10,"",150,10
966,206,10,"1","2009","Aprovado","",8.30000019073486,"",60,4
967,206,12,"1","2009","Aprovado","",10,"",150,10
968,206,14,"1","2009","Aprovado","",10,"",60,4
969,230,10,"1","2009","Aprovado","",8.39999961853027,"",60,4
970,230,9,"1","2009","Aprovado","",7.80000019073486,"",60,4
971,230,12,"1","2009","Aprovado","",10,"",150,10
972,321,11,"1","2009","Aprovado","",6.19999980926514,"",60,4
975,217,10,"1","2009","Cursando","",,"",60,4
976,314,11,"1","2009","Aprovado","",8.19999980926514,"",60,4
977,313,11,"2","2009","Aprovado","",7.69999980926514,"",60,4
978,153,10,"1","2009","Aprovado","",8.10000038146973,"",60,4
979,156,14,"1","2009","Aprovado","Suficiente",10,"",60,4
980,72,12,"1","2009","Aprovado","",10,"",150,10
981,255,10,"1","2009","Aprovado","",7.5,"",60,4
982,255,9,"1","2009","Aprovado","",9.19999980926514,"",60,4
983,255,14,"1","2009","Aprovado","",10,"",60,4
984,255,12,"1","2009","Aprovado","",10,"",150,10
985,234,9,"1","2009","Aprovado","",6.19999980926514,"",60,4
986,234,10,"1","2009","Reprovado","",4.30000019073486,"",60,4
987,234,12,"1","2009","Aprovado","",10,"",150,10
990,281,56,"1","2015","Aprovado","Suficiente",8,"",60,4
991,304,11,"1","2009","Aprovado","",9,"",60,4
992,282,11,"1","2009","Aprovado","",7.5,"",60,4
993,272,11,"1","2011","Aprovado","Suficiente",7.69999980926514,"",60,4
994,258,11,"1","2009","Reprovado","",0,"",60,4
995,263,11,"1","2009","Aprovado","",6,"",60,4
996,160,10,"1","2009","Aprovado","",6,"",60,4
997,160,9,"1","2009","Aprovado","",8.69999980926514,"",60,4
998,160,14,"1","2009","Aprovado","",9,"",60,4
999,160,12,"1","2009","Aprovado","",9.39999961853027,"",150,10
1000,147,20,"1","2009","Aprovado","",10,"",60,4
1001,139,9,"1","2009","Aprovado","",7.69999980926514,"",60,4
1002,228,9,"1","2009","Aprovado","",9.10000038146973,"",60,4
1003,228,10,"1","2009","Aprovado","",7.80000019073486,"",60,4
1004,123,12,"1","2009","Aprovado","",9.5,"",150,10
1005,202,10,"1","2010","Aprovado","",7.69999980926514,"",60,4
1006,245,10,"1","2009","Aprovado","",8.10000038146973,"",60,4
1007,245,9,"1","2009","Aprovado","",7,"",60,4
1008,296,11,"1","2009","Cursando","",,"",60,4
1010,303,11,"1","2010","Aprovado","Suficiente",7.5,"",60,4
1011,264,11,"2","2013","Aprovado","",6.5,"",60,4
1012,293,10,"1","2009","Aprovado","",7.40000009536743,"",60,4
1013,293,14,"1","2009","Aprovado","Suficiente",10,"",60,4
1014,201,10,"1","2009","Aprovado","",7.19999980926514,"",60,4
1015,205,10,"1","2009","Aprovado","",7.19999980926514,"",60,4
1016,192,10,"1","2009","Aprovado","",7.90000009536743,"",60,4
1017,192,9,"1","2009","Aprovado","",8,"",60,4
1018,253,10,"1","2009","Aprovado","",7.59999990463257,"",60,4
1019,253,9,"1","2009","Aprovado","",8.39999961853027,"",60,4
1020,320,11,"1","2009","Aprovado","",6.19999980926514,"",60,4
1021,284,11,"2","2009","Aprovado","",6,"",60,4
1022,213,9,"1","2010","Aprovado","Suficiente",9.30000019073486,"",60,4
1023,283,11,"2","2009","Aprovado","",8,"",60,4
1024,295,11,"1","2009","Cursando","",,"",60,4
1025,326,11,"1","2009","Aprovado","",9.19999980926514,"",60,4
1026,299,11,"2","2012","Aprovado","",6.19999980926514,"",60,4
1027,291,11,"2","2009","Aprovado","",8.19999980926514,"",60,4
1028,149,10,"1","2009","Aprovado","",7.80000019073486,"",60,4
1029,149,12,"1","2009","Aprovado","Suficiente",10,"",150,10
1030,149,14,"1","2009","Aprovado","Suficiente",10,"",60,4
1031,194,11,"1","2009","Aprovado","",7.69999980926514,"",60,4
1032,327,11,"1","2010","Aprovado","",7.69999980926514,"",60,4
1033,191,10,"2","2009","Aprovado","",7.19999980926514,"",60,4
1034,191,9,"2","2009","Aprovado","",7.59999990463257,"",60,4
1035,236,10,"1","2009","Aprovado","",6.19999980926514,"",60,4
1036,236,9,"1","2009","Aprovado","",7.40000009536743,"",60,4
1037,240,10,"1","2009","Aprovado","",8.39999961853027,"",60,4
1038,240,9,"1","2009","Aprovado","",6.30000019073486,"",60,4
1039,259,11,"1","2009","Aprovado","",7,"",60,4
1040,259,9,"1","2009","Aprovado","",8.89999961853027,"",60,4
1041,259,10,"1","2009","Aprovado","",7.40000009536743,"",60,4
1042,233,55,"1","2015","Aprovado","",6.90000009536743,"",60,4
1043,233,56,"1","2015","Aprovado","Suficiente",6,"",60,4
1044,137,11,"1","2009","Cursando","",,"",60,4
1045,198,11,"1","2009","Aprovado","",7.5,"",60,4
1046,169,10,"1","2012","Aprovado","Suficiente",6.40000009536743,"",60,4
1047,262,11,"1","2010","Aprovado","Suficiente",7.19999980926514,"",60,4
1048,316,57,"1","2015","Aprovado","Suficiente",9.10000038146973,"",60,4
1049,189,10,"1","2009","Aprovado","",6.30000019073486,"",60,4
1050,189,9,"1","2009","Aprovado","",8.19999980926514,"",60,4
1051,216,10,"1","2009","Aprovado","",7.30000019073486,"",60,4
1052,216,9,"1","2009","Aprovado","",7.59999990463257,"",60,4
1053,216,11,"1","2008","Aprovado","Suficiente",7,"",60,4
1054,212,10,"2","2009","Aprovado","",8.19999980926514,"",60,4
1055,212,9,"2","2009","Aprovado","",8.30000019073486,"",60,4
1056,209,11,"2","2009","Aprovado","",7.69999980926514,"",60,4
1057,209,9,"2","2009","Aprovado","",8.69999980926514,"",60,4
1058,155,11,"1","2009","Aprovado","",6.5,"",60,4
1059,266,10,"1","2009","Aprovado","",7,"",60,4
1061,280,10,"1","2009","Aprovado","",7.40000009536743,"",60,4
1062,280,9,"1","2009","Aprovado","",8.30000019073486,"",60,4
1063,246,10,"1","2009","Aprovado","",8.10000038146973,"",60,4
1064,246,9,"1","2009","Aprovado","",8.80000019073486,"",60,4
1065,278,9,"1","2009","Aprovado","",7.30000019073486,"",60,4
1066,278,10,"1","2009","Aprovado","",6.90000009536743,"",60,4
1067,298,11,"1","2009","Reprovado","Suficiente",4,"",60,4
1068,260,11,"1","2009","Aprovado","",6,"",60,4
1069,300,11,"1","2009","Aprovado","",7,"",60,4
1070,250,9,"1","2009","Reprovado","",0.699999988079071,"",60,4
1071,163,10,"1","2009","Aprovado","",6.40000009536743,"",60,4
1072,163,9,"1","2009","Aprovado","",6,"",60,4
1073,279,11,"1","2009","Aprovado","",6.69999980926514,"",60,4
1074,328,11,"1","2009","Aprovado","",8.69999980926514,"",60,4
1075,329,11,"1","2009","Aprovado","",7.69999980926514,"",60,4
1076,330,11,"1","2010","Aprovado","",7.69999980926514,"",60,4
1077,319,11,"1","2009","Aprovado","",6.5,"",60,4
1078,331,11,"1","2009","Aprovado","",8,"",60,4
1079,332,11,"1","2009","Aprovado","",7.19999980926514,"",60,4
1080,324,11,"1","2009","Aprovado","",9,"",60,4
1081,325,11,"1","2009","Aprovado","",7,"",60,4
1082,333,11,"1","2012","Aprovado","Suficiente",8,"",60,4
1083,290,11,"1","2009","Aprovado","",6.5,"",60,4
1084,335,11,"1","2010","Aprovado","Suficiente",8,"",60,4
1085,338,11,"1","2009","Reprovado","",1.60000002384186,"",60,4
1086,339,11,"1","2009","Cursando","",,"",60,4
1087,310,11,"1","2010","Aprovado","",8,"",60,4
1088,204,9,"1","2009","Aprovado","",7.80000019073486,"",60,4
1089,309,11,"1","2009","Aprovado","",8.19999980926514,"",60,4
1090,341,11,"2","2010","Aprovado","Suficiente",8,"",60,4
1091,342,11,"1","2009","Cursando","",,"",60,4
1092,343,11,"1","2009","Aprovado","",7.5,"",60,4
1093,344,11,"1","2009","Aprovado","",8.5,"",60,4
1094,238,9,"2","2009","Aprovado","",8.5,"",60,4
1095,252,11,"1","2009","Aprovado","",8.5,"",60,4
1096,150,9,"1","2009","Aprovado","",7.80000019073486,"",60,4
1097,150,10,"1","2009","Aprovado","",7.5,"",60,4
1098,150,21,"1","2009","Aprovado","Suficiente",10,"",30,2
1099,150,14,"1","2009","Aprovado","Suficiente",10,"",60,4
1101,146,21,"1","2009","Aprovado","Suficiente",10,"",30,2
1102,146,12,"1","2009","Aprovado","Suficiente",10,"",150,10
1103,322,11,"1","2009","Reprovado","Suficiente",4.5,"",60,4
1104,242,10,"1","2009","Aprovado","",7.17999982833862,"",60,4
1105,242,9,"1","2009","Aprovado","",8.5,"",60,4
1106,275,11,"1","2009","Aprovado","",6.69999980926514,"",60,4
1107,308,11,"1","2009","Aprovado","",6.19999980926514,"",60,4
1108,146,46,"1","2009","Aprovado","Suficiente",10,"",45,3
1109,150,46,"1","2009","Aprovado","Suficiente",10,"",45,3
1110,305,11,"1","2009","Aprovado","",8.5,"",60,4
1111,305,35,"1","2009","Aprovado","",10,"",15,1
1112,305,43,"1","2009","Aprovado","Suficiente",10,"",120,8
1113,305,33,"1","2009","Aprovado","Suficiente",10,"",60,4
1114,305,47,"1","2009","Aprovado","Suficiente",10,"",45,3
1116,306,35,"1","2009","Aprovado","",10,"",15,1
1117,306,11,"1","2009","Aprovado","",9,"",60,4
1118,306,21,"1","2009","Aprovado","Suficiente",10,"",30,2
1119,306,33,"1","2009","Aprovado","",10,"",60,4
1120,311,11,"1","2009","Aprovado","Suficiente",7,"",60,4
1121,311,9,"1","2009","Aprovado","Suficiente",8.60000038146973,"",60,4
1122,311,10,"1","2009","Aprovado","Suficiente",7.69999980926514,"",60,4
1123,311,34,"1","2009","Aprovado","",10,"",30,2
1124,311,33,"1","2009","Aprovado","",10,"",60,4
1125,311,35,"1","2009","Aprovado","",10,"",15,1
1126,311,43,"1","2009","Aprovado","",10,"",120,8
1127,311,47,"1","2009","Aprovado","Suficiente",10,"",45,3
1128,229,11,"1","2009","Aprovado","",6.69999980926514,"",60,4
1129,229,10,"1","2009","Aprovado","",6,"",60,4
1130,229,9,"1","2009","Aprovado","",7.5,"",60,4
1131,229,13,"1","2009","Aprovado","",10,"",60,4
1132,229,12,"1","2009","Aprovado","",10,"",150,10
1133,261,9,"1","2009","Aprovado","",8.5,"",60,4
1135,261,11,"1","2009","Aprovado","Suficiente",7.5,"",60,4
1136,261,12,"1","2009","Aprovado","Suficiente",10,"",150,10
1137,261,13,"1","2009","Aprovado","Suficiente",9,"",60,4
1138,261,14,"1","2009","Aprovado","Suficiente",10,"",60,4
1139,221,10,"1","2009","Aprovado","",8.80000019073486,"",60,4
1140,221,12,"1","2009","Aprovado","",10,"",150,10
1141,221,13,"1","2009","Aprovado","",10,"",60,4
1142,221,14,"1","2009","Aprovado","",10,"",60,4
1143,215,10,"1","2009","Aprovado","",7.19999980926514,"",60,4
1144,215,13,"1","2009","Aprovado","",10,"",60,4
1145,215,14,"1","2009","Aprovado","Suficiente",9,"",60,4
1147,215,12,"1","2009","Aprovado","Suficiente",10,"",150,10
1148,243,9,"1","2009","Aprovado","",7.19999980926514,"",60,4
1150,243,13,"1","2009","Aprovado","",10,"",60,4
1152,348,11,"1","2009","Aprovado","",7.5,"",60,4
1153,202,9,"1","2010","Aprovado","",7.59999990463257,"",60,4
1154,67,32,"1","2009","Aprovado","",,"",510,34
1155,55,30,"1","2009","Aprovado","",10,"",30,2
1156,261,10,"1","2009","Aprovado","Suficiente",6.09999990463257,"",60,4
1157,57,32,"2","2009","Aprovado","Suficiente",,"",510,34
1158,283,13,"2","2009","Aprovado","Suficiente",10,"",60,4
1159,283,12,"2","2009","Aprovado","Suficiente",10,"",150,10
1160,238,13,"2","2009","Aprovado","Suficiente",10,"",60,4
1161,238,12,"2","2009","Aprovado","Suficiente",10,"",150,10
1162,228,30,"2","2009","Aprovado","Suficiente",10,"",30,2
1163,228,25,"2","2009","Aprovado","Suficiente",9.5,"",60,4
1164,228,32,"1","2010","Aprovado","Suficiente",,"",510,34
1165,228,48,"2","2009","Aprovado","Suficiente",10,"",30,2
1166,231,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1167,231,11,"2","2009","Aprovado","Suficiente",6,"",60,4
1168,231,14,"2","2009","Aprovado","Suficiente",9,"",60,4
1169,231,32,"2","2010","Aprovado","Suficiente",,"",510,34
1170,149,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1172,196,30,"2","2009","Aprovado","Suficiente",10,"",30,2
1173,261,29,"2","2009","Aprovado","Suficiente",8,"",30,2
1176,156,30,"2","2009","Aprovado","Suficiente",10,"",30,2
1177,156,46,"2","2009","Aprovado","Suficiente",10,"",45,3
1178,153,30,"2","2009","Aprovado","Suficiente",10,"",30,2
1179,153,46,"2","2009","Aprovado","Suficiente",10,"",45,3
1180,160,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1181,160,23,"2","2009","Aprovado","Suficiente",7,"",45,3
1182,60,32,"2","2009","Aprovado","Suficiente",,"",510,34
1183,62,32,"2","2009","Aprovado","Suficiente",,"",510,34
1184,197,30,"2","2009","Aprovado","Suficiente",10,"",30,2
1185,221,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1186,147,30,"2","2009","Aprovado","Suficiente",10,"",30,2
1187,234,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1188,234,25,"2","2009","Aprovado","Suficiente",8,"",60,4
1189,72,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1190,59,32,"2","2009","Aprovado","Suficiente",,"",510,34
1191,56,32,"2","2009","Aprovado","Suficiente",,"",510,34
1192,65,31,"2","2009","Aprovado","Suficiente",10,"",30,2
1193,215,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1194,150,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1195,150,12,"2","2009","Aprovado","Suficiente",10,"",150,10
1196,140,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1197,140,32,"1","2010","Aprovado","Suficiente",,"",510,34
1198,68,31,"2","2009","Aprovado","Suficiente",10,"",30,2
1199,284,13,"2","2009","Aprovado","Suficiente",10,"",60,4
1200,284,12,"2","2009","Aprovado","Suficiente",10,"",150,10
1201,284,14,"2","2009","Aprovado","Suficiente",10,"",60,4
1202,71,30,"2","2009","Aprovado","Suficiente",10,"",30,2
1203,123,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1204,123,23,"2","2009","Aprovado","Suficiente",7.5,"",45,3
1205,293,31,"2","2009","Reprovado","Insuficiente",,"",30,2
1206,259,25,"2","2009","Aprovado","Suficiente",9,"",60,4
1207,259,48,"2","2009","Aprovado","Suficiente",10,"",30,2
1208,259,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1209,259,12,"2","2009","Aprovado","Suficiente",10,"",150,10
1210,259,14,"2","2009","Aprovado","Suficiente",10,"",60,4
1211,291,13,"2","2009","Aprovado","Suficiente",10,"",60,4
1212,291,12,"2","2009","Aprovado","Suficiente",10,"",150,10
1213,291,14,"2","2009","Aprovado","Suficiente",10,"",60,4
1214,291,48,"2","2009","Aprovado","Suficiente",10,"",30,2
1215,291,46,"2","2009","Aprovado","Suficiente",10,"",45,3
1216,146,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1217,146,14,"1","2009","Aprovado","Suficiente",10,"",60,4
1218,159,30,"2","2009","Aprovado","Suficiente",10,"",30,2
1219,206,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1220,229,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1221,229,17,"2","2009","Aprovado","Suficiente",9.5,"",60,4
1222,255,29,"2","2009","Aprovado","Suficiente",10,"",30,2
1223,255,23,"2","2009","Aprovado","Suficiente",7.5,"",45,3
1224,255,17,"2","2009","Aprovado","Suficiente",8,"",60,4
1225,230,29,"2","2009","Reprovado","Insuficiente",,"",30,2
1226,176,13,"2","2009","Aprovado","Suficiente",10,"",60,4
1227,176,12,"2","2009","Aprovado","Suficiente",10,"",150,10
1228,55,31,"2","2009","Aprovado","Suficiente",10,"",30,2
1229,55,12,"2","2009","Aprovado","Suficiente",10,"",150,10
1230,55,32,"2","2009","Aprovado","Suficiente",,"",510,34
1231,66,31,"2","2009","Aprovado","Suficiente",10,"",30,2
1232,63,32,"2","2009","Aprovado","Suficiente",,"",510,34
1233,305,36,"2","2009","Aprovado","Suficiente",10,"",15,1
1236,305,46,"2","2009","Aprovado","Suficiente",10,"",45,3
1237,305,17,"2","2009","Aprovado","Suficiente",9.19999980926514,"",60,4
1238,280,35,"2","2009","Aprovado","Suficiente",10,"",15,1
1239,280,46,"2","2009","Aprovado","Suficiente",10,"",45,3
1240,280,33,"2","2009","Aprovado","Suficiente",10,"",60,4
1241,280,43,"2","2009","Aprovado","Suficiente",10,"",120,8
1242,280,34,"2","2009","Aprovado","Suficiente",9.5,"",30,2
1243,358,17,"2","2009","Aprovado","Suficiente",9.60000038146973,"",60,4
1244,358,48,"2","2009","Aprovado","Suficiente",10,"",30,2
1246,358,35,"2","2009","Aprovado","Suficiente",10,"",15,1
1247,358,43,"2","2009","Aprovado","Suficiente",10,"",120,8
1248,358,33,"2","2009","Aprovado","Suficiente",10,"",60,4
1249,268,35,"2","2009","Aprovado","Suficiente",10,"",15,1
1250,268,33,"2","2009","Aprovado","Suficiente",10,"",60,4
1251,268,43,"2","2009","Aprovado","Suficiente",10,"",120,8
1253,306,36,"2","2009","Aprovado","Suficiente",10,"",15,1
1254,306,43,"2","2009","Aprovado","Suficiente",10,"",120,8
1255,306,46,"2","2009","Aprovado","Suficiente",10,"",45,3
1256,306,17,"2","2009","Aprovado","Suficiente",9.60000038146973,"",60,4
1257,311,36,"2","2009","Aprovado","Suficiente",10,"",15,1
1260,354,11,"2","2009","Aprovado","Suficiente",7.5,"",60,4
1261,354,35,"2","2009","Aprovado","Suficiente",10,"",15,1
1262,354,33,"2","2009","Aprovado","Suficiente",10,"",60,4
1263,354,34,"2","2009","Aprovado","Suficiente",8.5,"",30,2
1264,354,46,"2","2009","Aprovado","Suficiente",10,"",45,3
1265,269,11,"2","2009","Aprovado","Suficiente",8.5,"",60,4
1266,269,35,"2","2009","Aprovado","Suficiente",10,"",15,1
1267,269,34,"2","2009","Aprovado","Suficiente",9,"",30,2
1268,269,43,"2","2009","Aprovado","Suficiente",10,"",120,8
1269,269,33,"2","2009","Aprovado","Suficiente",10,"",60,4
1270,269,48,"2","2009","Aprovado","Suficiente",10,"",30,2
1271,340,11,"2","2009","Aprovado","Suficiente",7.75,"",60,4
1272,338,11,"2","2009","Reprovado","Insuficiente",0,"",60,4
1273,362,11,"2","2009","Aprovado","Suficiente",7,"",60,4
1274,368,11,"2","2009","Reprovado","Suficiente",4.5,"",60,4
1275,307,11,"2","2012","Aprovado","Suficiente",6,"",60,4
1276,356,11,"2","2009","Reprovado","Insuficiente",0,"",60,4
1277,145,11,"2","2009","Aprovado","Suficiente",6,"",60,4
1278,360,11,"2","2009","Aprovado","Suficiente",10,"",60,4
1279,337,11,"2","2009","Aprovado","Suficiente",7.5,"",60,4
1280,336,11,"2","2009","Reprovado","Suficiente",8.5,"",60,4
1281,346,11,"2","2009","Aprovado","Suficiente",7.5,"",60,4
1282,292,11,"2","2009","Aprovado","Suficiente",7.75,"",60,4
1283,363,11,"2","2010","Aprovado","Suficiente",7,"",60,4
1284,365,11,"2","2009","Reprovado","Insuficiente",0,"",60,4
1285,294,11,"1","2011","Aprovado","Suficiente",6,"",60,4
1286,318,11,"2","2009","Aprovado","Suficiente",6.25,"",60,4
1287,345,11,"2","2009","Reprovado","Suficiente",7.75,"",60,4
1288,350,11,"1","2010","Aprovado","Suficiente",7.75,"",60,4
1289,349,11,"2","2009","Aprovado","Suficiente",6.75,"",60,4
1290,366,11,"2","2009","Aprovado","Suficiente",7,"",60,4
1292,347,11,"2","2009","Aprovado","Suficiente",8.5,"",60,4
1293,352,11,"2","2009","Reprovado","Insuficiente",0,"",60,4
1295,367,11,"2","2009","Aprovado","Suficiente",7,"",60,4
1296,355,11,"2","2009","Reprovado","Insuficiente",0,"",60,4
1297,323,11,"2","2009","Reprovado","Insuficiente",0,"",60,4
1298,226,11,"1","2011","Aprovado","Suficiente",6,"",60,4
1299,258,11,"2","2009","Reprovado","Insuficiente",0,"",60,4
1300,170,11,"2","2009","Aprovado","Suficiente",8,"",60,4
1301,374,11,"2","2009","Aprovado","Suficiente",7.75,"",60,4
1302,370,11,"2","2009","Cursando","",,"",60,4
1303,259,13,"1","2009","Aprovado","Suficiente",10,"",60,4
1304,229,14,"2","2009","Aprovado","Suficiente",10,"",60,4
1305,354,43,"2","2009","Aprovado","Suficiente",10,"",120,8
1306,283,14,"2","2009","Aprovado","Suficiente",10,"",60,4
1307,54,32,"1","2009","Aprovado","Suficiente",,"",510,34
1308,61,32,"1","2009","Aprovado","Suficiente",,"",510,34
1309,313,12,"2","2009","Aprovado","Suficiente",10,"",150,10
1310,313,14,"2","2009","Aprovado","Suficiente",10,"",60,4
1312,212,12,"2","2009","Aprovado","Suficiente",10,"",150,10
1313,212,14,"2","2009","Aprovado","Suficiente",10,"",60,4
1314,191,12,"2","2009","Aprovado","Suficiente",10,"",150,10
1315,292,14,"2","2009","Aprovado","Suficiente",10,"",60,4
1316,292,12,"2","2009","Aprovado","Suficiente",10,"",150,10
1317,209,13,"2","2009","Aprovado","Suficiente",10,"",60,4
1318,273,34,"2","2009","Aprovado","Suficiente",9,"",30,2
1319,273,35,"2","2009","Aprovado","Suficiente",10,"",15,1
1320,273,33,"2","2009","Aprovado","Suficiente",10,"",60,4
1321,273,43,"2","2009","Aprovado","Suficiente",10,"",120,8
1322,154,12,"2","2009","Aprovado","Suficiente",10,"",150,10
1323,66,32,"2","2009","Aprovado","Suficiente",,"",510,34
1324,71,32,"2","2009","Aprovado","Suficiente",,"",510,34
1325,243,46,"2","2009","Aprovado","Suficiente",10,"",45,3
1327,222,9,"1","2007","Aprovado","Suficiente",9.60000038146973,"",60,4
1328,389,11,"1","2010","Aprovado","Suficiente",7.25,"",60,4
1329,390,11,"1","2010","Aprovado","Suficiente",7.5,"",60,4
1330,391,11,"1","2010","Aprovado","Suficiente",8.5,"",60,4
1331,393,11,"1","2010","Aprovado","Suficiente",6.75,"",60,4
1332,336,11,"1","2010","Aprovado","Suficiente",8,"",60,4
1333,345,11,"1","2010","Aprovado","Suficiente",8.25,"",60,4
1334,368,11,"1","2010","Aprovado","Suficiente",7,"",60,4
1335,222,11,"1","2010","Aprovado","Suficiente",8.5,"",60,4
1336,376,11,"1","2010","Reprovado","Insuficiente",,"",60,4
1337,298,11,"1","2010","Reprovado","Suficiente",4.75,"",60,4
1338,369,11,"1","2013","Aprovado","Suficiente",7,"",60,4
1339,380,11,"1","2010","Reprovado","Suficiente",5,"",60,4
1340,371,11,"2","2010","Aprovado","Suficiente",6,"",60,4
1341,143,11,"1","2010","Reprovado","Suficiente",0,"",60,4
1342,377,11,"1","2011","Aprovado","Suficiente",8.25,"",60,4
1343,381,11,"1","2010","Aprovado","Suficiente",6,"",60,4
1344,364,11,"1","2011","Aprovado","Suficiente",7.25,"",60,4
1345,323,11,"1","2010","Aprovado","Suficiente",7,"",60,4
1347,384,11,"1","2011","Aprovado","Suficiente",7,"",60,4
1348,385,11,"1","2010","Aprovado","Suficiente",6.75,"",60,4
1349,386,11,"1","2010","Aprovado","Suficiente",7.25,"",60,4
1350,387,11,"1","2010","Reprovado","Suficiente",0,"",60,4
1351,372,11,"1","2010","Aprovado","Suficiente",8.5,"",60,4
1352,375,11,"1","2010","Aprovado","Suficiente",8.25,"",60,4
1353,313,9,"1","2010","Aprovado","Suficiente",9.39999961853027,"",60,4
1354,313,10,"1","2010","Aprovado","Suficiente",6.76999998092651,"",60,4
1355,313,13,"1","2010","Aprovado","Suficiente",10,"",60,4
1356,313,26,"1","2010","Aprovado","Suficiente",9.5,"",30,2
1357,212,13,"1","2010","Aprovado","Suficiente",10,"",60,4
1358,154,13,"1","2010","Aprovado","Suficiente",10,"",60,4
1359,372,9,"1","2010","Aprovado","Suficiente",9.39999961853027,"",60,4
1360,372,10,"1","2010","Aprovado","Suficiente",8.97000026702881,"",60,4
1361,372,12,"1","2010","Aprovado","Suficiente",10,"",150,10
1362,372,13,"1","2010","Aprovado","Suficiente",10,"",60,4
1363,372,14,"1","2010","Aprovado","Suficiente",10,"",60,4
1364,372,46,"1","2010","Aprovado","Suficiente",10,"",45,3
1365,191,13,"1","2010","Aprovado","Suficiente",10,"",60,4
1366,191,26,"1","2010","Aprovado","Suficiente",9.5,"",30,2
1367,375,9,"1","2010","Aprovado","Suficiente",8.69999980926514,"",60,4
1368,375,10,"1","2010","Aprovado","Suficiente",7.23000001907349,"",60,4
1369,375,13,"1","2010","Aprovado","Suficiente",10,"",60,4
1370,375,12,"1","2010","Aprovado","Suficiente",10,"",150,10
1371,303,9,"1","2010","Aprovado","Suficiente",8.39999961853027,"",60,4
1372,303,10,"1","2010","Aprovado","Suficiente",8.17000007629395,"",60,4
1373,303,13,"1","2010","Aprovado","Suficiente",10,"",60,4
1374,303,12,"1","2010","Aprovado","Suficiente",9,"",150,10
1375,303,46,"1","2010","Aprovado","Suficiente",10,"",45,3
1376,350,9,"1","2010","Aprovado","Suficiente",9.10000038146973,"",60,4
1377,350,10,"1","2010","Aprovado","Suficiente",8.47000026702881,"",60,4
1378,350,12,"1","2010","Aprovado","Suficiente",10,"",150,10
1379,350,13,"1","2010","Aprovado","Suficiente",10,"",60,4
1380,292,10,"1","2010","Aprovado","Suficiente",9.35000038146973,"",60,4
1381,292,13,"1","2010","Aprovado","Suficiente",10,"",60,4
1382,270,12,"1","2010","Aprovado","Suficiente",10,"",150,10
1383,270,13,"1","2010","Aprovado","Suficiente",10,"",60,4
1384,270,52,"1","2010","Aprovado","Suficiente",10,"",30,2
